mobile	Mobile
bacot	trap, cakehole, hole, maw, yap, gob
sabtu	Saturday
put	Put
bumi	earth
tempatnya	Place
komentar	comment
keadaan	Lecturing
kreatif	clever, cunning, ingenious
suara-suara	Voice
kerjanya	works
dicat	painted
muat	Load
boat	Boat
fish	Fish
jus	juice, succus
meninggal	die
aha	Aha
pindahin	Move
sampai-sampai	even
hasilnya	As a result
nitip	Nitip
anggota	member
anti	anti
tiba	arrive
waris	inheritance, heritage
ngeng	Mr.
krim	cream, ointment, emollient
arti	multivalent, multi-valued
karma	Karma
subuh	dawn
maling	burglar
puasa	fast
gelut	wrestle, wrestling, grapple, grappling, hand-to-hand struggle
wakwakwakwakwak	Wakwakwakwak.
bayangin	Shadow
kebaca	Kebaca
taunya	Taunya
mangga	mango
berlari	run
batin	inward
kebiasaan	habit
teguh	Teguh.
suaraku	My voice
jin	spirit, disembodied spirit
fresh	Fresh.
kubus	cube
gunung	Mountain
niat	motivation, motive, need
teknologi	technology
cita-cita	ambition
berwarna	color, colour
ular	snake
maut	death
yeyeye	Yeyeye
mampu	capable
pelajaran	lesson
hiunya	Holiness
lilin	candle, taper, wax light
skrub	Scrub
milih	Choose
bubur	porridge
umum	general
icha	Icha
sebanyak	as much
modern	modern
donation	Donation
jaksel	South Jakarta
sombong	proud
korek	match
dedek	Dedek
tersenyum	smile
ketua	chairman
nyonya	Mrs
otot	muscle
ragu	doubt
tokek	gecko
memilih	modify, qualify
hulk	Hulk
putus	separated
konon	It is said
toilet	toilet, lavatory, lav, can, john, privy, bathroom
akeh	Akh
batas	limit, circumscribe, confine
yee	Yee
taro	Taro.
pusat	center
emot	Emoji
sukses	successful
kenceng	fast
mencet	Mend.
bentuk	shape
lulus	Graduated
sabun	soap
jeta	Jeta
yan	Yan
raffi	Raffi
buru-buru	in a hurry
segi	Strongness
ceritain	Ceritain
bahan	ingredients
tali	rope
artis	artist
media	medium
berasa	taste
dibawah	under
mak	a.m.
judul	title
tiket	Ticket
tol	toll
bentuknya	Its form
jual	sell
hal-hal	things
pala	nutmeg
kecuali	except
negeri	country
dongeng	fairytale
tujuh	seven
jahe	ginger, gingerroot
btw	BTW.
mantep	Mantep
kentang	potato
dikit-dikit	a little
per	per
menyenangkan	pleasant
tanggung	not quite enough
ngefans	Ngefans
ahok	Ahok.
seekor	A.
cicak	house lizard
gunanya	Use
iri	covetous, envious, jealous
mega	cloud
tidaknya	No.
otomatis	automatic
sungai	river
berjalan	walk
gedein	Gedein.
kandang	barn
mayo	Mayo
los	Los.
coy	Coy
bebek	duck
gabut	Gabut.
akui	Acknowledge
sihir	magic
saga	Saga.
ogoh-ogoh	Ogoh-Ogoh.
zaman	time
daerah	area
bekas	used
baguslah	Good
ngebut	speeding up
gajah	elephant
rina	Rina
cobain	try it
silver	Silver
tatang	port
tulisan	writing, committal to writing
david	David
semen	cement
gerbang	gate
malaysia	Malaysia
kepalanya	His head
meskipun	although
lemon	lemony, lemonlike, sourish, tangy, tart
cina	China
mikirin	think
craft	Craft
antarnusa	Instusters
adakah	Adakah
haloo	Haloo
topi	hat
nyaris	Almost
ayolah	come on
tong	Tong
bolong	black
reload	Reload
makannya	Eat
ramai	crowded
beliin	Buyin
kolam	pool
favorit	favorite, favourite
kijang	deer
delapan	eight
gendong	cradle
kenapa-kenapa	Why? Why
musiknya	the music
pilihan	choice
mencapai	reach
kering	dry
dorong	push
hak	possession, ownership
misal	example
aman-aman	safe-safe
ilham	inspiration
ngambek	sulk
lirik	lyrical
kartu	card
betapa	how
ngejar	Claring
yeh	Yeh.
gede-gede	Gede-big
pahit	acrimonious, bitter
hidung	rhinal, nasal
spray	Spray.
dewasa	mature
nikel	nickel
yogs	Yogs.
piece	A piece
memiliki	own
seandainya	if
damai	peace
simpan	save
aligato	Aligato.
plastiknya	plastic
ramah	friendly
pura-pura	affected
hari-harimu	Your days
jernih	clear
kotor	dirty
laptop	laptop, laptop computer
yu	shark
chance	Chance
sah	legally
keluarkan	Remove
awet	durable
kadang-kadang	occasionally, on occasion, once in a while, now and then, now and again, at times, from time to time
deketin	Deketin
frank	Frank.
bukti	validation, proof, substantiation
strategi	strategic, strategical
alam	nature
bila	when
salat	salat, salaat, salah, salaah
letak	put, set, place, pose, position, lay
injak	Stir up
bayi	baby
penonton	viewer
dwi	bi
mesinnya	machine
tertarik	interested
makan-makan	eating out
biarkan	let
malam-malam	late at night
beta	Beta
kesehatan	health
siapapun	anybody
uti	UTI
jumat	Friday
tomat	manhattan clam chowder
andai	example, illustration, instance, representative
paku	nail
barengan	Barengan.
dimasak	cooked
ngerasa	Felt
berbagai	divers(a), diverse
celine	Celine
auto	Auto.
alasan	reason
blade	Blade
aslinya	originally
kredit	credit
lupakan	forget it
nol	zero, zero point
keinget	Keinget
sendok	spoon
positif	positive
bapak-bapak	gentlemen
pin	pin
dipanggil	Called
pedas	spicy
tumbal	amulet, talisman
yei	Yei.
mataku	My eyes
mayat	Corpse
ehe	Ehe
presiden	president
ayo-ayo	Come on, come on
nyesel	Nyesel
wisata	tourism, touristry
hampa	empty
jadikan	induce, stimulate, cause, have, get, make
potato	Potato.
mati-mati	Death-dead
jemput	pick-up
bentar-bentar	Wait a minute
cacing	worm
patung	dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk
surat	letter
maneh	again
bab	round, around
sentuh	touch, touching
bubar	break up, disperse, scatter
keburu	Kebur.
kompas	compass
healthy	Healthy
terjun	plunge
pr	Pr.
teriak	shout
ngegas	Despite
sopo	Sopo
nafsu	lust
donat	donuts
stres	Stress
tamu	visitor
selnya	His cell
riset	research
sikat	comb, comb out, disentangle
karet	rubber, natural rubber, india rubber, gum elastic, caoutchouc
selesaikan	finish
rasain	Rasain
aqua	Aqua.
aktif	active
rem	brake
luas	large
kakinya	His legs
binatang	animal
nyantai	relax
drag	Drag
comeback	Comeback
ras	race
nyalain	turn on
jas	suit
mengeluarkan	puff, huff, chuff
secure	Secure
peta	map
saran	suggestion
jono	Jono
bertemu	meet
menatap	Staring
diapain	What are you doing
tunai	instantaneously, outright, instantly, in a flash
tepuk	applaud, pat, clap
piye	Piye
bus	bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle
mulutnya	His mouth
mengerikan	atrocious, frightful, horrifying, horrible, ugly
burhan	Burhan
cabang	branch
pleng	Pleng
rambutnya	Hair
matinya	Death
gedung	building
edisi	edition
gogogogogo	Gogogogogo
kela	Kelala.
ngebet	Ngebet
tinggi-tinggi	High-height
tato	Tattoo
penghujan	Hash
kanada	Canada
yogurt	yogurt, yoghurt, yoghourt
ngirim	Send
bruce	Bruce
matematika	mathematics
haji	hajj, haj, hadj
keong	escargot, snail
repot	hassle
diganti	replaced
salah-salah	You might be
pulangnya	Rome
daunnya	Leaves
komedi	amusing, comic, comical, funny, laughable, mirthful, risible
ekor	trace, follow
licin	crafty, cunning, dodgy, foxy, guileful, knavish, slick, sly, tricksy, tricky, wily
tengok	Look
gurun	godforsaken, waste, wild
reaksi	reaction
rata	alkaline, alkalic
paha	thigh
barang-barang	baggage, luggage
celana	trousers
kejauhan	distance
siapin	Preparedness
ayat	paragraph
ampe	Ampe.
rileks	relax
knalpot	exhaust
lebar	wide
nagih	Nagih
jarak	distance
kilo	kilometer, kilometre, km, klick
ost	Ost
engko	partner
kacamata	spectacles, specs, eyeglasses, glasses
closing	Closing
cium	kiss, buss, osculation
natal	Christmas
sign	Sign
party	Party.
gratis	complimentary, costless, free, gratis(p), gratuitous
12.00	12.00.
bilangnya	say it
kecewa	flaw, blemish
lokasi	location
rumput	herbaceous
kedengaran	Sound
wadah	receptacle
ojo	Ojo.
seks	sexual activity, sexual practice, sex, sex activity
dapur	kitchen
turun-turun	Down
square	Square
telor	accent, speech pattern
dibuang	discarded
perempuan	woman
sepeda	bicycle
yakni	namely
terkenal	notoriously
barbar	barbary
abdul	Abdul.
ngetiknya	typing it
badai	storm
bugil	Nude
trisula	trident
standing	Standing.
menggunakan	use
duelist	Duelist
gula	pecan pie
tiang	pole
stok	stock
jongkok	squat
kematian	Dead
nyalahin	blade
des	DES.
memancing	fishing
beres	clear, solve
naiknya	rise
memicu	Trigger
pelet	Pellet
adi	Adi.
berkali-kali	frequently, often, oftentimes, oft, ofttimes
fakta	factual
trek	Track
buzz	Buzz.
point	point.
udara	air
lempar	throw
murid	student
melihatnya	see it
satu-satu	one by one
tayang	Express
tupai	squirrel
berada	is at
kala	time
menamatkan	finish, finishing
jasa	service
bersinar	agleam, gleaming, nitid
sorry-sorry	Sorry-sorry
musim	season
genre	type
padang	Padang
kondisi	condition
maafkan	sorry
nyentuh	Touch
wong	Wong
karo	Karo.
fungsi	function
jati	fine
dirimu	yourself
proyek	stick out, protrude, jut out, jut, project
mengatakan	speculate, theorize, theorise, conjecture, hypothesize, hypothesise, hypothecate, suppose
kekuatan	strength
bahaya	risk, peril, danger
baka	Baka.
mawar	rose
motif	motivation, motive, need
pai	pie
uc	UC
roh	spirit
lubang	bore, bore-hole, drill hole
pemain	player
simbol	emblematic, emblematical, symbolic, symbolical
segmen	segment, section
soffel	Soffel
pacarnya	His girlfriend
imin	Imin
koleksi	collection
tombak	spear
duri	barb
mampir	Stop by
jatah	Ration
tonton	Watch
basket	Basketball
figur	figure
dog	Dog.
kenyang	fare
agen	instrument, tool
nyetir	drive
misteri	mystery
kompleks	complex
tembakau	tobacco
kantor	office, business office
maya	magic trick, conjuring trick, trick, magic, legerdemain, conjuration, thaumaturgy, illusion, deception
campur	blend, flux, mix, conflate, commingle, immix, fuse, coalesce, meld, combine, merge
dicek	checked
mainan	toy
setempat	local
arus	course, course of action
atur	arrange, set up, put, order
handal	feat, effort, exploit
singkil	Singkil.
design	Design
omedeto	Omedeto
rock	rock 'n' roll, rock'n'roll, rock-and-roll, rock and roll, rock, rock music
wibowo	Wibowo
gombal	crap
olahraga	sport
kekasih	lover
agus	Agus.
memberi	give
password	Password
dahulu	for the moment, for the time being
peti	chest
doa-doa	Prayers
besi	iron, smoothing iron
paham	understand
kumpul	gather
temenin	Temenin
istrinya	His wife
atlet	athlete, jock
kebun	garden
kubuka	I opened
surga	heaven
terkadang	sometimes
gatal	itch
salju	snow
semesta	whole
komputer	computer
bernama	named
membeli	buy
pulsa	pulse
ujan	rain
bagusnya	Good
semacam	alike(p), similar, like
beginian	Besinian
merupakan	represent
kipas	fan
sage	sage
seger	fresh
seksi	sexy
gaib	Gaib.
kontainer	Container
dokumen	document
burungnya	Bird
dompet	bag, handbag, pocketbook, purse
mikirnya	Think it
ajeng	Ajeng.
lagian	After all)
pulaunya	Alone
yay	Yay
esok	tomorrow
nontonin	watch
panggung	stage
tengkyu	Tengkyu
odong-odong	Odong-odong
bahasanya	the language
tebing	brim, rim, lip
kuota	quota
area	Area
order	ordering, order, ordination
mal	Mall
kuburkan	Brush
kemarau	drought
juli	july
matikan	turn off
sebetulnya	actually
bi	BI.
dikirim	sent
bitch	Bitch
mening	Mening.
logo	Logo
un	UN
hangat	full of life, lively, vital
doain	Prayer
muslim	muslim, moslem, islamic
mencuri	steal, slip
jembatan	bridge, span
mengikuti	follow
dipilih	chosen
bergerak	be active, move
bet	Bet
kacang	cinch, breeze, picnic, snap, duck soup, child's play, pushover, walkover, piece of cake
tersesat	lost
dik	Dik
barangku	Force it
nyuruh-nyuruh	Try to tell
rena	Rena
datangkan	Dress out
suaminya	Her husband
kesurupan	trance
silahkan	please
halnya	Hey
lanjutkan	continue
berkata	Come on
nyobain	Mobain
sejarah	historical
chord	Chord
biaya	cost
minuman	drink
hukum	law
ngumpet	Hiding
munculnya	appearance
berbeda	divers(a), diverse
berdoa	pray
mamanya	Her mother
masukkin	Linkin
medan	stadium, bowl, arena, sports stadium
fit	fit
serta	as well as
jaring	net
urusan	affairs
rok	skirt
jo	Jo.
manager	Manager
trend	vogue, trend, style
kiss	Kiss
mengenai	about
ratu	Queen
saus	banana split
memakan	demolish, destroy
semester	semester
pay	Pay.
agak-agak	rather
hobi	pastime, interest, pursuit
gita	Gita
usia	age
jagain	Jagain
beri	Beri
dimarahin	scolded
minumnya	Drink it
gokil	Gokil
mp4	MP4
kemenangan	success
transfer	transportation, transport, transfer, transferral, conveyance
embek	baa
makna	mean
menghibur	cheer, cheer up, jolly along, jolly up
hoki	hockey
kalimat	sentence
dikenal	known
klo	Klo.
hoax	Hoax
gameplay	Gameplay
matang	ripe
basah	drench, douse, dowse, soak, sop, souse
nyadar	realize
bulu	hair
sendirian	alone
semi	semi-
idea	idea, thought
tahu-tahu	Know
jajan	snacking
betulin	well
penis	penis, phallus, member
cumi	squid
tercipta	put, set, place, pose, position, lay
sunshine	Sunshine
yaya	Yaya.
asin	salty
dikata	Dikata
katakan	say
gaji	remuneration
sims	Sims.
sisanya	the rest
ikan-ikan	fish
yoghurt	yogurt, yoghurt, yoghourt
benci	vomit, vomit up, purge, cast, sick, cat, be sick, disgorge, regorge, retch, puke, barf, spew, spue, chuck, upchuck, honk, regurgitate, throw up
ji	Ji
deret	course, row
ngetik-ngetik	typing
islam	Islam
ekornya	tail
pantat	buttocks, nates, arse, butt, backside, bum, buns, can, fundament, hindquarters, hind end, keister, posterior, prat, rear, rear end, rump, stern, seat, tail, tail end, tooshie, tush, bottom, behind, derriere, fanny, ass
sering-sering	sometimes
diklik	clicked
kaila	Kaila.
aisyah	Ayesha
bicara	hash out, discuss, talk over
bego	Dego
ekstrim	extreme
danau	lake
membuka	open
billing	Billing
diam-diam	softly, quietly
pojok	corner
neon	neon
pesannya	Message
alex	Alex.
angker	haunted
satu-satunya	alone(p), unique, unequaled, unequalled, unparalleled
pacet	Pacet
deta	Deta
pertanyaannya	the question
papan	board
voting	Voting
stories	Stories
tujuan	objective
ngumpulin	Collect
tibet	Tibet
mengalami	experience
segede	Segede
atap	roofing
tingkil	Tingkil
bopeng	pockmarked
ustad	Ustad
ditinggal	left
kelinci	rabbit, coney, cony
kalem	calm
nobar	Nobar
negatif	negative
sikap	attitude
singkat	short
sapi	cattle, cows, kine, oxen, bos taurus
galau	noise, interference, disturbance
catat	note
gih	Gih.
kampung	rural
cilok	Cilok.
mengingat	remember
nasional	national
buaya	crocodile
bjm	BJM
menikmati	enjoy
mint	Mint
miami	Miami.
kene	Kene
tebel	Tebel
mewah	lavishly, richly, extravagantly
kencang	blustering(a), blusterous, blustery
tema	subject, content, depicted object
betah	habituate, accustom
topeng	mask
baiknya	good
menemukan	find
kebakaran	fire, firing
laki-laki	male
total	complete
serial	serial
obatnya	Medicine
menguning	turn
profesional	profession
generasi	generation
sahur	Sahur
wib	Write
lokal	homegrown
temanku	my friend
udang	shrimp
positive	Positive
tumbuh	grow, develop, produce, get, acquire
em	em, pica em, pica
cak	Cak.
abu-abu	gray, grayness, grey, greyness
logika	logic
bersuara	Meaning
koh	Koh.
kobok	group
bayangan	shadow
gadis	girl
murni	pure
nanyain	Nanyain
hening	crystalline, crystal clear, limpid, lucid, pellucid, transparent
harap	hope, go for
nyangka	Amordless
dimensi	measure, quantity, amount
dibakar	bake
aturan	rule
pahlawan	hero
tri	Tri.
butuhkan	need
menjawab	answer
kain	cloth
menghindari	avoid
streamingnya	Streaming
go-jek	Go-jek.
left	Left.
jaya	successful
guna	use, utilize, utilise, apply, employ
buruk	bad
memori	Memory
lemes	Lemes
naikkan	Raise
ditambah	increase
muter-muter	round and round
joknya	his seat
kamis	thursday, th
pasien	patient
bulat	round, round out, round off
amanah	trust, swear, rely, bank
jari	finger
menjeda	Acrewing
giliran	knock, belt, rap, whack, whang
batik	batik
tenggelam	sink
tenang-tenang	calm down
cerai	divorced
deng	Deng.
nget	Nget
kulihat	I see
cerah	bright
hore	Hooray
syaiful	SYAIFUL
menyebut	mention it
asih	Ayih
lihatin	Look at it
pinggir	edge
oksigen	oxygen, o, atomic number 8
agung	great
kuku	nail
wahai	unfortunately, unluckily, regrettably, alas
cah	Such
sandi	Code
pemanasan	warm-up, tune-up, prolusion
siswa	student, pupil, educatee
alif	Alif
curiga	doubtful, dubious
pita	tape
demikian	indeed, so
kuasa	influence
ucap	Said
salon	salon
gato	Gato.
operasi	operation
diva	Diva.
mengejar	hunt, run, hunt down, track down
dosen	lecturer
ranjang	bed
aset	asset
bagi-bagi	Share
dicetak	printed
berikut	subsequent
garing	crisp
jualan	Jualan
misterius	Mysterious
ig	ig.
menerima	accept
tasnya	Bags
iseng	joking
produk	commodity, trade good, good
cair	liquid
mengatur	dress, arrange, set, do, coif, coiffe, coiffure
temannya	her friend
elemen	component, constituent, element
bisnis	business
sembunyi	hide
kenalan	friend, quaker
belakangan	Later
selimuti	Selimuti
ribut	busy
sapu	daub
kedinginan	cool off
lewatin	Through it
distrik	administrative district, administrative division, territorial division
nang	Nang
segar	impertinently, saucily, pertly, freshly, impudently
ngajar	taught
semalam	yesterday
kalinya	the river
tinju	boxing
jakarta	Jakarta
lee	Lee.
benda	thing
kebutuhan	necessity, essential, requirement, requisite, necessary
tersendiri	Alone
begituan	like that
fadli	Fadli
menyala	sunburn, burn
meong-meong	Meow, meow
ataupun	or
kmu	Kmu.
kostum	custom
akibat	come, follow
alay	over acting
ngagetin	Ngagetin
puas	satisfied
antar	between
minat	pastime, interest, pursuit
membunuh	kill
berteman	companionable
kapten	captain
lampunya	Lampnya
tepung	meal
komik	comic
keributan	commotion
wait	wait
mendayung	row
anakku	my child
tea	Tea
yaudahlah	Oh yes
ceweknya	His girl
adem	peaceful, peaceable
kuah	dressing, medical dressing
celah	gap, crack
warnet	cafe
betina	female
kep	cap
tewas	Killed
daun-daun	Leaves
mengetahui	know
gosong	bar
elsa	Elsa
nanti-nanti	Later later
kuping	scale, scurf, exfoliation
saat-saat	When-time
mencetak	shape, form
barat	west
ndut	Ndut.
uji	test
pasta	pasta, alimentary paste
ditekan	pressed
yuri	Yuri.
perkenalkan	introduce
rute	path, route, itinerary
ceo	CEO
nakal	brash, cheeky, nervy
ditabrak	hit
sunset	Sunset
ampuh	Powerfulness
akut	I
metu	Metu
bersahaja	lifelike, natural
bbm-nya	BBM
paya	bog, peat bog
introduction	Introduction
cuaca	weather
nova	nova
membangun	grow
sate	satay
anteng	calm
cv	CV.
terbuka	open
editor	editor, editor in chief
nenet	Nenet
sistem	system
nyetok	Dress out
memulai	get down, begin, get, start out, start, set about, set out, commence
renang	swimming, swim
kokobop	Kokobop
pelaku	actor, doer, worker
pedang	sword, blade, brand, steel
ajar	teach, learn, instruct
ngingetin	Ngetetin
candra	Candra
miskin	bony, cadaverous, emaciated, gaunt, haggard, pinched, skeletal, wasted
menunjukkan	exhale, give forth, emanate
melompat	jump
bak	bin
menjauh	avoid
andi	Andi.
bilangin	say
karpet	rug, carpet, carpeting
letkol	Lieutenant Colonel
jemur	Jemur
bernyanyi	chant, intone, intonate, cantillate
lembek	soft
boom	Boom.
nan	world health organization, who
annyeong	Annyeong
jurang	gap, spread
subrek	Subrek
curang	Alazing
tik	Tik
jantung	cardiac
temanimu	Your friend
lemari	cupboard
iyan	Iyan
nontonnya	watch it
ara	fig
gordon	Gordon
simulator	simulator
maem	Maem
mentah	raw
tokoh	figure
pria	Men
backup	Backup
edi	Edi.
ketut	Ketut
jose	Jose
rahasia	dark
gigit	bite
pawang	Pawang
novi	Novi.
teduh	shady, shadowed, shadowy, umbrageous
petani	countryman, ruralist
wak	Wak
pamit	Pamit
sesi	session
ditulis	written
diskon	discount
dingo	Dingo
bersyukur	grateful, thankful
abah	dad, dada, daddy, pa, papa, pappa, pop
janda	widow
publik	public
berangkat	departure, going, going away, leaving
se	one, 1, i, ace, single, unity
konsep	concept, conception, construct
dipegang	held
petak	diagram, plot
usir	Exile
jorok	untidy
habib	Habib
hohoho	Hohoho
goyah	unaffixed, loose
kenzou	Kenzou
ditarik	draw, pull, pull out, get out, take out
spesial	particular(a), peculiar(a), special(a)
kurus	reduce, melt off, lose weight, slim, slenderize, thin, slim down
11.00	11.00.
terpakai	use, utilize, utilise, apply, employ
tiada	not, non
seseorangnya	Someone
nusa	Nusa.
kebawah	down
cowoknya	His guy
ikhwan	friend, quaker
klub	cabaret, nightclub, night club, club, nightspot
kecelakaan	accident
yesus	Jesus
selamanya	always, ever, e'er
balai	gallery
mitos	fabulous, mythic, mythical, mythologic, mythological
blender	blender, liquidizer, liquidiser
warna-warni	motley, calico, multicolor, multi-color, multicolour, multi-colour, multicolored, multi-colored, multicoloured, multi-coloured, painted, particolored, particoloured, piebald, pied, varicolored, varicoloured
mamang	confused
segitiga	square
korea	Korea
protagonis	protagonist, agonist
pekerjaan	profession
roda	wheel
insight	Insight
kos	expense, disbursal, disbursement
koran	paper
grillnya	Grill
rabu	wednesday, midweek, wed
cing	jail, jailhouse, gaol, clink, slammer, poky, pokey
mabuk	high, in high spirits
kebelakang	to the back
langkah	step
sel-sel	Cells
kutu	Lice
kebal	immune
luna	Luna
death	Death.
lili	lily
itik	duck
bukanya	Not
rintangan	obstruction
moral	moral
bangun-bangun	country borage, coleus aromaticus, coleus amboinicus, plectranthus amboinicus
kaos	jersey, t-shirt, tee shirt
burung-burung	Birds
setingkil	Selekil
hidupku	my life
royal	Royal
putar-putar	go around
swt	SWT
kebahagiaan	happiness
ubah	change, alter, vary
berlalu	Own
sederhana	merely, simply, just, only, but
bersemangat	enthusiastic
keajaiban	phenomenon
catatan	run, tally
percuma	While it is useless
palsu	counterfeit, imitative
sebab	because
kasus	event
tari	dance
rindu	neglect, pretermit, omit, drop, miss, leave out, overlook, overleap
opsi	option, alternative, choice
log	logarithm, log
konflik	battle, conflict, fight, engagement
adegan	scene, shot
remaja	adolescent
inget-inget	Inget
kuburan	grave
reog	Reog.
restu	blessing, benediction
hemat	economical
kemungkinan	possibility
ogah	Ogah
ngapa-ngapa	Anyone
kesal	dejected
re	Re.
nyai	mistress
menyentuh	partake, touch
kelompok	group, grouping
mempunyai	give birth, deliver, bear, birth, have
menulis	expense, write off, write down
ribu	thousand-fold, thousand times
pertama-tama	basically, fundamentally, essentially
tegang	tense, strain, tense up
presentasi	presentation, introduction, intro
melayu	malay, malayan
ilmiah	knowing, knowledgeable, learned, lettered, well-educated, well-read
banteng	bull
vallen	Vallen
jumpa	See it
bapakku	my father
tanam	plant, set
lafalkan	praises
qobul	Qobul
mid	Mid.
gelasnya	The glass is
kaku	freeze
terhadap	to
parkir	parking
seakan	As if
kecilnya	Small
teriak-teriak	shouted
berkurang	relax, unstrain, unlax, loosen up, unwind, make relaxed
neo	neo
daftar	list
sanggup	canker
kawin	coupling, mating, pairing, conjugation, union, sexual union
sekedar	merely, simply, just, only, but
mendapat	get
tony	Tony.
takkan	Takkan
unik	unique
ditanyain	Asked
pasar	market
fany	Fany
planet	planetal, planetary
emak	ma, mama, mamma, mom, momma, mommy, mammy, mum, mummy
sheikh	sheik, tribal sheik, sheikh, tribal sheikh, arab chief
eropa	Europe
lapor	report
bolak-balik	back and forth, backward and forward, to and fro
terbaru	up-to-the-minute, latest
lapis	coating, coat
dagang	commercial enterprise, business enterprise, business
galak	actively
aah	ooh, aah
sarapan	breakfast
puji	praise
seram	Seram
bencana	disaster
yunus	Yunus
tahi	feculent
cengkeh	clove
kubilang	I said
ketakutan	aghast(p), appalled, dismayed, shocked
mengasihi	love
gali	Gali.
kebaikan	kindness, benignity
padamu	to you.
pipi	boldness, nerve, brass, face, cheek
slamet	Slamet
kulkas	refrigerator, icebox
umatnya	His people
teks	text, textual matter
loading	Loading
ngopo	Ngopo
ajaib	bizarre, eccentric, freakish, freaky, flaky, flakey, gonzo, off-the-wall, outlandish, outre
kesempatan	facility
tertawa	laugh, express joy, express mirth
tempo	vogue, trend, style
madu	honey
mencret	diarrhea, diarrhoea, looseness of the bowels, looseness
kertas	paper
crepes	Crepes
memberikan	render
pemandangan	appearance
slot	time slot, slot
enakan	preferably
mangkok	mug
teori-teori	Theory-theory
rara	Rara.
bijian	Grain
phone	Phone
diesel	Diesel
ironi	sarcasm, irony, satire, caustic remark
sumber	source
estetika	aesthetics, esthetics
kesan	tracing, trace
fenomena	phenomenon
neneknya	His grandmother
mangan	manganese, mn, atomic number 25
kerupuk	shrimp crisp
ali	catapult, arbalest, arbalist, ballista, bricole, mangonel, onager, trebuchet, trebucket
mencintai	love
yani	Yani.
candi	temple
min	mean, mean value
duck	Duck.
relaxing	Relaxing.
kenya	Kenya
bisakah	can
kegiatan	activity
masha	Masha
militer	military
mendukung	vouch
pihak	side
mw	Mw
majalah	magazine
diet	waste, emaciate, macerate
gunawan	noble
bunyinya	Ill
roof	Roof.
seputar	around
cuit	Cuit
hamster	hamster
pi	pi
nyebur	Nyebur
informasi	information, selective information, entropy
edo	Edo.
stuck	Stuck
ucapkan	talk, speak, utter, mouth, verbalize, verbalise
turunin	Aunt
sunyi	placid, quiet, still, tranquil, smooth, unruffled
lumba-lumba	dolphin
ketinggian	aggrandizement, aggrandisement, elevation
sifat	attribute
discord	Discord
magus	Magus
stainless	Stainless
pancing	Fishing rod
berharap	hope
cap	stamp
mina	myna, mynah, mina, minah, myna bird, mynah bird
nampak	appear
mengubah	alter, neuter, spay, castrate
senior	aged, elderly, older, senior
audio	audiometric
warung	booth, cubicle, stall, kiosk
ketinggalan	neglect, pretermit, omit, drop, miss, leave out, overlook, overleap
chennai	Chennai
garis	line
dendam	revengeful, vindictive, vengeful
sayangku	my darling
menjaga	guard
pir	pear
roads	Roads.
halte	stop
hitung	calculate, cipher, cypher, compute, work out, reckon, figure
tampil	come on stage
nini-nini	Granny's
bersama-sama	together
cm	Cm
abu	cinder, clinker
berikan	give
nasib	fatal, fateful
cang	taut, tight
naya	Naya
doni	Doni.
dihitung	calculated
bermaksud	plan
selatan	south
leher	neck, neck opening
sepupu	cousin, first cousin, cousin-german, full cousin
testimoni	Testimonial
meh	Meh.
sendal	chock, wedge
merak	peafowl, bird of juno
beku	freeze
gi	ghee
gosip	chitchat, chit-chat, chit chat, small talk, gab, gabfest, gossip, tittle-tattle, chin wag, chin-wag, chin wagging, chin-wagging, causerie
tertentu	definite
ganjil	curiously, oddly, peculiarly
stasiun	station
pelangi	rainbow
selebriti	Celebrity
indeed	indeed
sela-sela	interstice
berdasarkan	based on
encan	Veiling
kwon	Kwon
tni	TNI.
ngambilnya	take it
kekecilan	insignificance
voli	volley
kompos	compost
persis	exactly
tenggorokan	throat, pharynx
sakitnya	the pain
naura	Naura.
angela	Angela.
nantinya	Later
wireless	Wireless
ketombe	dandruff
lapangan	field
mungil	bantam, diminutive, lilliputian, midget, petite, tiny, flyspeck
fitri	pure
teriakan	Shouts
digendong	scarf
ultah	Ultah
ngangkat	lift
ikhlas	faithfully, dependably, reliably
poin	Poin
berbahaya	dangerous
puluh	Sentieth
bantuan	help, aid
motivasi	motivation
sekaligus	all of a sudden, all at once
didepan	in front of
tidak-tidak	No, no
kehilangan	disappearance, disappearing
tulang	bone
ado	Ado.
koin	coin
dulunya	once, formerly, at one time, erstwhile, erst
sekeluarga	family.
berfaedah	advantageous
akal	intend, mean, think
menyuruh	order, tell, enjoin, say
mungkinlah	Maybe
premium	premium, insurance premium
dana	contribution, donation
cry	Cry.
ngaruh	Light
nyamperin	Nyamperin
kara	hyacinth bean, bonavist, indian bean, egyptian bean, lablab purpureus, dolichos lablab
kubaca	I read
sesat	wide, astray
gemuk	fat
sio	Sio.
mania	mania, manic disorder
kepulauan	Island
tag	Tag
gereja	abbey
oleh-oleh	gift
melanjutkan	carry, extend
pet	Pet
kian	beget, get, engender, father, mother, sire, generate, bring forth
reggae	reggae
sembarangan	randomly, indiscriminately, haphazardly, willy-nilly, arbitrarily, at random, every which way
budiman	Budiman
aini	Aini
menyeramkan	scary
noda	stain
kelima	fifth, 5th
wilayah	provincial
spesies	kind, sort, form, variety
merasakan	find, feel
